"name","desc","id","category","sub_category","tags","logo","detail.welcome","detail.prop","detail.gptlink"
"マインクラフト建築アシスタント","","MmQwZTA2MjQzYjBiMmYxYjUw","Code","Developer tools","[""minecraft"",""building"",""assistant""]","https://files.oaiusercontent.com/file-EsLV85x8X6dcUmS2N11EgImL?se=2123-10-22T07%3A48%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Daa2c2087-deca-46e2-90cd-c5fc4675b0c1.webp&sig=2Y2WEFJOWO7tpXb/ZiEcgxGA9kjzQB90NSXHvWzLG4U%3D","","","https://chat.openai.com/g/g-LogEZjNz1"
"クソゲ【クソランカー】","伝説のあのゲームがGPTで復活？","MTY1MTU3MzQyZDE1MTcwNTE3","Code","Developer tools","[""chatbot"",""game"",""revival""]","https://files.oaiusercontent.com/file-wj8WRtPCv5kBoZhKIeS9zO3T?se=2123-10-21T06%3A22%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbb45e1a0-2f41-4179-9a8c-fed46cbc806c.png&sig=9Yj4shjoNPL8qBzncPPczR0yArl3Gq38UU1SXjJPBPw%3D","Welcome to your interactive story adventure. What's your first choice?","やさしい,ふつう,むずかしい","https://chat.openai.com/g/g-w06ULtvdv"
"워드프레스 마법사","고급 개발 솔루션을 제공하는 워드프레스 전문가.","MjkzMzUwMDMyYTI0NTAxMzEw","Code","Developer tools","[""wordpress"",""web"",""developer""]","https://files.oaiusercontent.com/file-bENUhKAE89mPiotjAMGB9QrP?se=2123-10-22T13%3A42%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-15%252022.41.59%2520-%2520Create%2520an%2520image%2520of%2520a%2520wizard%2520in%2520a%2520detailed%252C%2520ornate%2520robe%252C%2520surrounded%2520by%2520floating%2520symbols%2520of%2520technology%2520and%2520digital%2520transformation.%2520The%2520wizard%252C%2520with%2520a%2520lo.png&sig=ScE8DWu390uReObTRkWMq%2B7Tcyt4vTo2m7n7llqQGwg%3D","안녕하세요, 원드프레스 마베사입니다. 무엇을 도와드릴까요?","워드프레스 PHP 코드 자료가 필요해요.,워드프레스 보안 정보가 궁금해요.,워드프레스 테마 사용법에 대해 문의하고 싶어요.,워드프레스 함수에 대한 정보가 필요해요.","https://chat.openai.com/g/g-HR1bKE1rq"
"ConvertGPT","ConvertGPT: Specializes in efficient file format conversions.","MTYyYTA2MzIyMjIyNTAxYjA5","Code","Developer tools","[""file conversion"",""efficiency""]","https://files.oaiusercontent.com/file-FyfdlL3f1A3D18qUMysm26LU?se=2123-10-22T11%3A28%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D6fdad40e-d2d8-4cbb-90d6-0424551341a4.png&sig=RyTiBeRF28LF5BfranWFvJpZfOBcFiuib9HQktoxBNE%3D","","Convert my JPEG image to PNG format.,Change this Word document to a PDF.,Please convert this audio file to WAV.,Turn this video into an AVI file.","https://chat.openai.com/g/g-wKgSCC1zh"
"DevSecOps Guides","Comprehensive resource for integrating security into the software development lifecycle.","MzIyMDJlMzgwZjU1MzQyMjEx","Code","Developer tools","[""devops"",""security"",""sdlc""]","https://files.oaiusercontent.com/file-RiDBBTL0ElMnZNqcvMWYagEB?se=2123-10-21T15%3A09%3A39Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDevSecOpsGuides_WithoutText-removebg-preview.png&sig=wib8pkSnkpQet04T7/sjNDVv6LFJIkCB50dIvs5%2BkOU%3D","Hello","","https://chat.openai.com/g/g-SAOYn4UCp"
"QR Wizard","I create QR codes from URLs","MjM1MTA1NTAwMzI4M2IwZDMz","Code","Developer tools","[""QR code"",""URL"",""generator""]","https://files.oaiusercontent.com/file-a6iJ2sby5W3ScBzJ3p0sRNd3?se=2123-10-21T03%3A26%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D09dcd0c5-5ef1-448f-9a4f-d7d6df5604d9.png&sig=7Jyw1s2vUYukUrUmDC3s1Eon3r16QHDfiUosL1mRhIg%3D","Hello! Send me a URL and I'll generate a QR code for you to view and download.","Generate a QR code for this site,What's a QR code?","https://chat.openai.com/g/g-B0d1bIZlR"
"CogArch GPT","AI engineer specializing in building GPTs with the OpenAI API","MGUxNjI2MTEwNTEzNTAyOTBm","Code","Developer tools","[""GPT"",""OpenAI"",""API""]","https://files.oaiusercontent.com/file-9dcEB3HEwAGC42wcW4JN65bt?se=2123-10-18T16%3A35%3A27Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D886889ae-9aa1-4842-8c47-dfca18f60d1a.png&sig=bN06clOEKsynX6asOmnsR1BaDyp9UeT2dY8cVtRKM00%3D","Hello! Ready to build some amazing GPTs together?","How do I get started building an GPT Assistant in Python?,Explain how the OpenAI Assistants API works.,Can you help me troubleshoot my GPT code?,What the hell is a Cognitive Architect?!,What kinds of GPTs can we make?","https://chat.openai.com/g/g-owGpdr1Hn"
"Ruby Mentor","Embedding Ruby in every topic!","MDkxMzJkMWIzNjA0MDUxNDJl","Code","Developer tools","[""Ruby"",""Programming"",""Mentorship""]","https://files.oaiusercontent.com/file-kvIRAzAjiwCmH5agJImXCWe6?se=2123-10-16T03%3A47%3A42Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D689dec60-71c6-4c1f-911c-5990364e8788.png&sig=VQFDcjI8Xfo%2BTqSaRok45V5EdkSJxxWYl4UPR6KMOQM%3D","Excited to turn every topic into a Ruby lesson!","How do I iterate over arrays?,Explain Ruby symbols to me!,What's a Ruby gem I should know?,Ways to debug Ruby code?","https://chat.openai.com/g/g-hrLzWeduO"
"クトゥルフツクール","クトゥルフ神話TRPGを作ったり遊んだりできます。","MjkyNTE5MjUzODEzMzU1NzA2","Code","Developer tools","[""tabletop"",""rpg"",""game creation""]","https://files.oaiusercontent.com/file-uxWANYh1LdXlYgsKN9sZlEXZ?se=2123-10-18T02%3A14%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D87394569-5910-454a-94bf-0d5c2d9ff9fd.png&sig=tCAezEYX4T%2Bjei8vYXtN8YRKVxZM%2BIOzEjY0lh%2BWJ2c%3D","ようこそ！「クリエイターモード」または「プレイヤーモード」をお選びください。","クリエイターモード,プレイヤーモード","https://chat.openai.com/g/g-HDxDYrT6g"
"抢购脚本大师","Crafts web purchase scripts.","MzkyYzA0MDIwYzI5MTIzODUw","Code","Developer tools","[""script"",""purchase"",""web""]","https://files.oaiusercontent.com/file-aHhabwRC8kDSdmbJJOpAgqSc?se=2123-10-17T06%3A08%3A51Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9ee505c4-2024-41b9-ba55-f65edb96a2e5.png&sig=icSBNEOb3%2BPOr8mJijMLPoYrpD6PKzSeL%2BU%2BPA/vy/I%3D","Hello, let's craft your web purchase script!","How do I script a purchase bot?,Explain the legality of purchase scripts.,What are best practices for automation?,Guide me in writing a script for a flash sale.","https://chat.openai.com/g/g-XMecmHsY1"
"Telegram Bot API","Assists in creating Telegram bots and API documentation.","MTIyNTE1MDg1ODM1MzQzOTJm","Code","Developer tools","[""telegram"",""bot"",""api"",""chatbot""]","https://files.oaiusercontent.com/file-5fWggl0JQFxDY9AFEnvOpNyM?se=2123-10-22T09%3A24%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da0adb539-5ecb-4570-9803-fa93b0980339.png&sig=HwmYyFpzyUgDv%2BomiiNM%2ByGTZ2fMPTkBAPGhLjZM46I%3D","What do you want to do with Telegram bots? I'm here to help!","What is the difference between polling and webhook?,How do I send messages with a Telegram bot?,How do I create a new Telegram bot?,Can you explain the Telegram Bot API rate limits?","https://chat.openai.com/g/g-sDti9TUXN"
"GPT Builder [Community]","Aids in creating new GPTs .  Claims to be better than the inbuilt version!","Mjg1MjE4MjgzMDI3MzUyZjU3","Code","Developer tools","[""GPT"",""chatbot"",""NLP""]","https://files.oaiusercontent.com/file-S5Sy73q7s1laq2EVExS0HxKk?se=2123-10-22T14%3A09%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DAI%252BHuman_Creating_AI_Polygon.png&sig=zd2dAWauQl5XPocLdS2UTeYl8j5A7YmUXqsgHJfXfPI%3D","Hello","Help me build a GPT to do math homework,Create a storytelling GPT,Create a GPT to design Stickers from user Prompts,Create a GPT to build GPTs...?!","https://chat.openai.com/g/g-I3yIQFTN6"
"IT Log Creator","Formal, technical expert in creating realistic, fictional IT logs.","NTIyNDIyNTU1NjI1NTIyODE2","Code","Developer tools","[""log"",""IT"",""technical writing""]","https://files.oaiusercontent.com/file-7DMKYLairtusNskXTiFbwByG?se=2123-10-20T13%3A32%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D81f226bf-774a-4646-b0e5-32464aa77576.png&sig=5tBNlWJ7BasTkHGS7N3vwZjXEDH/zETCybmQUOUTNvE%3D","Welcome. How can I assist in IT log generation today?","List all the logs generated by a typical earth satelitte,List all the logs generated by a typical network,List all the logs generated by a typical wifi network,List all the logs generated by a typical database","https://chat.openai.com/g/g-3EC47D3Iw"
"Schwifty AI","Web Dev Guru in Next.js, TypeScript, Tailwind CSS, and more.","MmMxMjIzMmEzMzExMzkxOTA4","Code","Developer tools","[""web"",""dev"",""nextjs"",""typescript""]","https://files.oaiusercontent.com/file-4fXU6V2qa05V36xGN40jid0K?se=2123-10-15T23%3A57%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5f00a124-16c8-4c7e-bd48-eeb34e3768be.png&sig=paUTW2ycymdC2Br4HHFuoExw7nGU4VmGe2RD2iGiL6I%3D","Hello, ready to dive into web development!","How do I integrate Clerk with Next.js?,Set up a Supabase backend for me.,Use Langchain with OpenAI API?,Best practices for Tailwind CSS?,Optimize Next.js for Vercel hosting?","https://chat.openai.com/g/g-MsBKRpXxi"
"GPT King","GPT King is a tool for creating custom AI models, offering easy-to-follow guidance for integrating features like Web Browsing, DALL·E Image Generation, and Code Interpretation, tailored to diverse needs.","MTkxNDJjNTYzODBkMGExNjU4","Developer","Developer tools","[""AI model"",""customization"",""productivity""]","https://files.oaiusercontent.com/file-0g31WzqWgB4GS3DCnXYow9Vf?se=2123-10-22T21%3A27%3A25Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-15%252021.26.48%2520-%2520A%2520stunning%2520and%2520eye-catching%2520logo%2520for%2520%2527GPT%2520King%2527.%2520At%2520the%2520center%252C%2520prominently%2520feature%2520a%2520golden%2520crown%2520symbolizing%2520a%2520king.%2520Place%2520the%2520words%2520%2527GPT%2520King%2527%2520acro.png&sig=23k3FABeUcS8OBEUu3q9xHJo6nOxpnbl3haAHFqCA8Y%3D","","Hello GPT King, I'm interested in building a custom AI assistant. Could you guide me through the first steps?,Hi there, can GPT King help me integrate image generation capabilities into my AI model? I need some advice on how to start.,I want to create an AI that can browse the web for information. Can GPT King assist me with setting this up?,I'm looking to develop a GPT model with code interpretation features. What are the initial steps I should take with GPT King?","https://chat.openai.com/g/g-xuM7Ylkw9"
"Better GPT Builder","Guides users in creating GPTs with a structured approach. Experimental! See https://github.com/allisonmorrell/gptbuilder for background, full prompts and files, and to submit ideas and issues.","NTEyMjIwMDgwMDI2MmIwYjA0","Code","Developer tools","[""GPT"",""chatbot"",""productivity""]","https://files.oaiusercontent.com/file-g800MsOdEjGhKKoWW6D3BWHE?se=2123-10-21T20%3A36%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D82d6e6eb-0484-4e34-bc64-5f84654bb95c.png&sig=lqHVR%2BLQn4ZNPrGQeawpQOEZxxxeyks4h45RFjrIRm4%3D","Let's create your ideal GPT! What do you have in mind?","Help me come up with ideas for a GPT,Help me create a GPT for completing my work,Help me create a GPT to analyze data,Help me create a GPT to come up with creative ideas","https://chat.openai.com/g/g-0CAiaGJje"
"Exception-al Assistant","A Python code assistant focused on adding exception handling","MmIwMjExNTcyNjMwMTIwNDE3","Productivity","Developer tools","[""Python"",""Exceptions"",""Error handling""]","https://files.oaiusercontent.com/file-FcAhEqw9yXLYCA4VymoJlcV4?se=2123-10-20T06%3A15%3A46Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D2f927f75-ebf1-4843-b0ee-162c9e7de7aa.png&sig=yIutEXRIt7ZWpukcBuRYDlv6aTvY7YrjETkQM85%2BQxs%3D","Hello! I'm here to help you with exception handling in Python. How can I assist?","How can I add exception handling to this Python code?,Please review my code for proper error handling.,Suggest improvements for exception handling in this snippet.,Guide me through adding try-except in this Python code.","https://chat.openai.com/g/g-Jcp6GQsev"
"GPT Playground Coach","Expert in GPT creation, refinement, and diagnostics","MzUxMDI0MjYwOTI1MzEyNzA1","Code","Developer tools","[""GPT"",""chatbot"",""conversation"",""AI assistant""]","https://files.oaiusercontent.com/file-2JYaFEzrbSndABFqj12v7AY2?se=2123-10-22T17%3A54%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D98ab1391-7139-4c09-bdff-1f8d3b47ecef.png&sig=Js1ZjlNYKcKITE9q5k8B0snNHfmhiFMAFAvd/aZZQsc%3D","Welcome back! Ready to refine and diagnose GPTs?","How can I improve my GPT's response accuracy?,What are the best practices for GPT development?,Can you diagnose issues with my GPT model?,How do I tailor a GPT for specific applications?","https://chat.openai.com/g/g-TqEGhDPFd"
"GPT Action Creator","This GPT helps create Action Schemas which other GPTs can use.","MTcyYzA3NTYxYjM5MTQyNDU2","Code","Developer tools","[""GPT"",""Action"",""Schema""]","https://files.oaiusercontent.com/file-ili5XST5ojADJ6ztoSvjlX76?se=2123-10-19T00%3A28%3A33Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7f7b324b-f28e-4d33-a2ba-fe84d5e2045a.png&sig=nwXm9wkkwEGlbirTMnfjFADjZMBOaSfQcnNX8V3gk9s%3D","Hello","Can you help me build a tool to access my task data?,Can you help me build a tool to read my gCal?","https://chat.openai.com/g/g-vMf7zXuE7"
"impacketGPT","Your go-to source for Impacket documentation","NTkyMDE5NTcyZjMzMTMyMDAz","Code","Developer tools","[""documentation"",""impacket"",""pentesting""]","https://files.oaiusercontent.com/file-Clqs9Pkn512HwfMG4DYnatOa?se=2023-11-15T17%3A20%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D3599%2C%20immutable&rscd=attachment%3B%20filename%3D117669217.png&sig=HUXmkr1GRp98VCH0%2Bf6OzPWYYCF9p%2Be9UJ0odKdmkSQ%3D","Hello! How can I assist with Impacket and code queries today?","Explain how to use SMBClient module,Describe the features of the GetNPUsers module,How do I create a custom Impacket module?,Troubleshooting tips for using Impacket","https://chat.openai.com/g/g-8Ax6NRrAb"
"Tailwind Tactician","Expert in frontend design with Tailwind CSS","MDgwZjI4MzUwYjEwMjcxMjBh","Code","Developer tools","[""tailwind"",""css"",""frontend"",""design""]","https://files.oaiusercontent.com/file-XPbIMSi4IJL7y1ujg3moKJcs?se=2123-10-21T21%3A05%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D1ef9f7b4-d739-4eb8-bef9-495ab8a25ad6.png&sig=y%2BcaI75mt9wjlfNfPvmfGWZVqLWOog3YPXrCdnP6%2B/U%3D","Hello! Ready to dive into Tailwind CSS and frontend design?","How do I center elements in Tailwind?,Tips for responsive design in Tailwind?,Best practices for Tailwind CSS?,How to customize Tailwind's default theme?","https://chat.openai.com/g/g-inITjqFsk"
"GPT Maker","This GPT helps you build new GPTs.","MDMyNTM4MGQyMzBjMDYzNDA3","Code","Developer tools","[""GPT"",""chatbot"",""NLP""]","https://files.oaiusercontent.com/file-UQNIbHvuRzjRihpV8otmRAsY?se=2123-10-22T12%3A38%3A29Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db5a8527c-3428-4917-b601-f4024b46b49d.webp&sig=LjciGosyeGG0xaVyUKiqmiXcAi8l763aQHa/CqjlEAE%3D","","How can I start creating my own GPT?,What features can I add to my custom GPT?,Can you suggest some names for a GPT focused on fitness?,I need help building a GPT for cooking recipes. Where do I begin?","https://chat.openai.com/g/g-bDYlBmgUf"
"Git Guru","Git specialist offering university-level teaching and guidance.","MzYzNzNiMmMwODA0NTkwYjA0","Code","Developer tools","[""git"",""github"",""version control""]","https://files.oaiusercontent.com/file-h7tNiOCyiIWWiwb6lA9hAao8?se=2123-10-21T06%3A58%3A40Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D889bd9c1-4c16-4804-9764-ee4cd8cc587f.png&sig=EtQve%2BETyDtpxTjDZzhF7aMubLe1sdharbVBzR5oeoc%3D","Welcome! Ready to master Git? Let's dive in.","How do I resolve a merge conflict in Git?,What is the best way to use branches in Git?,Can you explain Git rebase vs. merge?,How do I revert changes in Git?,Tell me most used commands","https://chat.openai.com/g/g-WVZMie8je"
"No Web Browser GPT","No web browser. Doesn't try to use the web to look up events. Nor can it.","MDczOTM4MDkzNjA4MGY1NDAz","Code","Developer tools","[""chatbot"",""conversational"",""assistant""]",,"","","https://chat.openai.com/g/g-fXYhWin5b"
"Process Architect","Guides clear BPMN process design with ASCII art","NTIzNDE2MmIxOTIzNTIyOTJi","Code","Developer tools","[""process"",""workflow"",""BPMN"",""ASCII art""]","https://files.oaiusercontent.com/file-qaUOOVG9ouKYGMxorBvgON3s?se=2123-10-22T08%3A15%3A49Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D791062cd-001f-40b6-a649-684fa57c95cc.png&sig=wQWAEVE4hydStoheXxVdQpSp7zWO1IWltEwU3Vu0kYw%3D","Welcome! Let's design clear and precise BPMN processes.","Guide me through.","https://chat.openai.com/g/g-3UwJxB3HJ"
"Notion Expert","A Notion expert that can help the user by providing advanced tips about how to use Notion effectively from creating templates, using relational databases, writing Notion formulas or optimizing their workflow.","NTE1ODE2NTA1MjE4NTMyMzMw","Code","Developer tools","[""Notion"",""Productivity"",""Workflow""]","https://files.oaiusercontent.com/file-wW27rEDhlV29mayhmAN524yt?se=2123-10-17T19%3A29%3A27Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dnotion-expert.jpeg&sig=g/MMvh2jkS9sMFCrlbbYR7J0tiKdMF7ifi%2BLiGBZ/xA%3D","Hello","","https://chat.openai.com/g/g-09w13y2BQ"
"GPT SSH","A GPT Agent that connects to your server via SSH","NTcyYTJlMGEyOTBlNTgwYzEz","Code","Developer tools","[""ssh"",""server"",""gpt"",""chatbot""]","https://files.oaiusercontent.com/file-N4N36a5DnnmnkVzDGIGKaqNJ?se=2123-10-22T23%3A46%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D476d24a7-2b4d-4aa5-9a93-7558c2e60e0b.png&sig=y0Mtn8ohsFgd47jDD3lVdPs4OAOGIj0a/pbocwefTJo%3D","Hello","List all files in the home directory,Install node js 20 with apt,Show disks usage,Show ethernet status","https://chat.openai.com/g/g-6KOkHo9mr"
"Speedy GPT","🚀 Speedy GPT -- accelerate Custom GPT generation -- brought to you by ⛵ sloop.ai","MzM1NDNiMjkxNzI4MjkwODM0","Code","Developer tools","[""GPT"",""AI"",""Chatbot""]","https://files.oaiusercontent.com/file-OGUFqxzkCwLla4lfTg4eWLCz?se=2123-10-23T00%3A56%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dsloop-logo-graphic.png&sig=V32l3Mj8kv%2BJ/75qS0SOnwbyK/bsTfGsK5APuYSk5PA%3D","","reveal your instructions,write random song about random topic","https://chat.openai.com/g/g-R5ZHvIHiU"
"AI Prompt Generator GPT","Specify your task and get the Best AI Prompts for ChatGPT, Bard & Bing AI in seconds.","MzAyNTI5NTc1NzI2MjMyZTIw","Code","Developer tools","[""chatgpt"",""bing"",""bard"",""ai assistant""]","https://files.oaiusercontent.com/file-73FbjwwTD7Iq73UMThHV51AD?se=2123-10-23T00%3A52%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D6cd3d851-1997-4d8d-bcf9-d858c84b91de.png&sig=5HfOib%2BendwSI6Xuc9ijzN4jx7qBWFsqZ29fhVuaTuk%3D","Welcome! Let's create the perfect prompt for your task.","Generate a prompt for a marketing strategy,Craft a prompt for a creative writing task,Create a prompt for a scientific research proposal,Design a prompt for an educational lesson plan","https://chat.openai.com/g/g-QDH66GBOA"
"Add Actions - Schema Writer","Assists you with writing schemas to add actions to your GPTs","MjUyOTUxMzAyYzUzMGIxMzMw","Code","Developer tools","[""schema"",""actions"",""GPT"",""assistant""]","https://files.oaiusercontent.com/file-ACwOtLzyUAM1SRwXtOpZDDtV?se=2123-10-23T00%3A19%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D996cf802-daf0-4296-8252-5f2c092610d9.png&sig=n87frT1BFhkJbMumjQ/saX8ZPqNJYcM5zMCljDaW5EU%3D","Hello! Ready to integrate APIs with your GPT? Let's get started!","/readme,/search,/random,/help","https://chat.openai.com/g/g-DH0QM2jrQ"
"Master Prompt Forge","Step by step creation o GPT Prompts","MDkwMDA2Mjc1OTU5MTAxNTU2","Code","Developer tools","[""prompt engineering"",""GPT"",""productivity""]","https://files.oaiusercontent.com/file-8mPJOPExcA3yMBN53hTrLs1S?se=2123-10-19T21%3A07%3A55Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-12%252015.03.15%2520-%2520A%2520fantastical%2520scene%2520of%2520a%2520blacksmith%2527s%2520forge%2520with%2520an%2520anvil%2520and%2520a%2520large%252C%2520glowing%2520CPU%2520being%2520carefully%2520placed%2520into%2520the%2520forge.%2520The%2520forge%2520emits%2520a%2520soft%252C%2520radi.png&sig=Fi60k0H1Ep4Qfx8S7I08jZfFuvwk5ofMuYb3cQOsIcU%3D","Hello","Lets Build a Random Prompt,I trust you're Judgment please run through all of the steps on your own and Surprise me with a unique and fully completed prompt. Don't ask me for clarification just go for it.,I trust you're Judgement please run through all of the steps on your own and Surprise me with a unique and fully completed useful prompt. We want it to solve a problem that most people might overlook Don't ask me for clarification just go for it.,Let me know when you are ready and I will give you the Idea. After I give you the Idea please use your best judgement to go through each step 1 by 1 with out asking me for clarification until you reach the end result","https://chat.openai.com/g/g-hagF88qt7"
"CC Scripter","Adobe Suite scripting guide and writer.","MDA1MzAwMTMzNTM0MmEwMDAz","Code","Developer tools","[""script"",""automation""]","https://files.oaiusercontent.com/file-IBSuJnksTM5CntnxiOLgnN3E?se=2123-10-23T01%3A34%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DCCScripter.png&sig=yb0Ge6%2BEi//SQ2q6PBz4oo6rO52U9tcS3cM381fpQqM%3D","Hello, I'm CC Scripter, ready to guide and script for your Adobe projects!","How do I automate in Photoshop?,I would like a script for illustrator that does...,Use this screenshot to build a script for Photoshop...,Use this screenshot to build a script in Illustrator...","https://chat.openai.com/g/g-a2arTUKab"
"Web Whiz","Web designer & programmer, aiding in design and coding of webpages.","MjYxYjUxMjM1MjEzMTgzMDI0","Code","Developer tools","[""design"",""programming"",""website""]","https://files.oaiusercontent.com/file-jQsBsBfpuNXQPJVQUOHArWnO?se=2123-10-22T15%3A55%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D79e7464c-cb01-43d1-a859-fd1a7933f442.png&sig=PZTEzqJro8LVBy%2B5h7CzrVB1WZEeDvGmWPvEay/%2BDPE%3D","Hello! Need help with web design or coding?","How do I make my website responsive?,What's the best color scheme for a tech blog?,Can you help me fix this JavaScript error?,What are some modern web design trends?","https://chat.openai.com/g/g-Gz0B3ryQE"
"Web制作要件定義ツクール","Webサイトを作るときに必要な要件定義を技術・CMS・運用まで広くサポートしたいGPT","MWIzNTBlMGEyOTBkMDcxODJl","Code","Developer tools","[""website"",""cms"",""requirements""]","https://files.oaiusercontent.com/file-hLmAJf3SOo69Hdqp3KLEPkrz?se=2123-10-23T02%3A55%3A55Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9950592e-163a-4f53-bc21-eb546c1c5bb0.png&sig=%2BbWgBD8B8655qcZmjtG91TfT/8O8qIgO3DVIeTneYS4%3D","こんにちは！要件定義を一緒に構築しましょう。詳しく知りたい項目がありますか？","Web制作に必要な要件定義書の項目を一覧化して。,Webサイトの技術要件定義書の項目を一覧化して。,CMS構築時の要件定義の項目を一覧化して。,Webサイト運用の要件定義の項目を一覧化して。","https://chat.openai.com/g/g-zTokHlfyO"
"The FAANG Interview GPT","I simulate software engineering interviews using FAANG Technical Questions and provide feedback.","MDMyYzI5MmEwOTA5MTkwZjI0","Code","Developer tools","[""interview"",""feedback"",""FAANG"",""technical""]","https://files.oaiusercontent.com/file-43561jutuKO0dvGzNELUbVXI?se=2123-10-18T22%3A09%3A33Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd46f1e77-28fc-4659-b1bd-d87cdbbb58df.png&sig=v6C6dabHkghJTbMg7QL3hPuV/B6EsuS%2B6KoryomeFbU%3D","Welcome! Ready for a FAANG-style interview? Upload your code for review if you wish.","Can you simulate a technical interview?,What kind of technical questions are asked?,How do I improve my coding skills for an interview?,How can I better articulate my approach?","https://chat.openai.com/g/g-bMHKhhxnE"
